"campeon","nombre","pasiva","asignacionDeTecla","descripcion","linkVideo"
"POPPY","CARGA HEROICA","false","E","Poppy carga hacia su objetivo y lo empuja. Si el objetivo choca contra un muro, se queda aturdido.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0078/ability_0078_E1.mp4"
"POPPY","VEREDICTO DE LA GUARDIANA","false","R","Poppy ejecuta un golpe con el martillo que lanza a los enemigos muy, muy lejos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0078/ability_0078_R1.mp4"
"PYKE","BENDICIÓN DE LOS AHOGADOS","true","p","Cuando Pyke se oculta de los enemigos, regenera el daño que haya sufrido recientemente de campeones. Además, en vez de obtener vida máxima extra de cualquier tipo, gana DA adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0555/ability_0555_P1.webm"
"PYKE","ESPETÓN DE HUESOS","false","Q","Pyke apuñala a un enemigo que tenga delante o lo arrastra hacia él.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0555/ability_0555_Q1.webm"
"PYKE","INMERSIÓN ESPECTROMARINA","false","W","Pyke entra en estado de camuflaje y obtiene una buena cantidad de velocidad de movimiento que disminuye a lo largo del tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0555/ability_0555_W1.webm"
"PYKE","CORRIENTE FANTASMA","false","E","Pyke se desliza y deja un espíritu tras él que, cuando vuelve a su cuerpo, aturde a los campeones enemigos que encuentra a su paso.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0555/ability_0555_E1.webm"
"PYKE","MUERTE DE LAS PROFUNDIDADES","false","R","Pyke aparece junto a enemigos con poca vida y los ejecuta, lo que le permite lanzar de nuevo su hechizo y otorgar oro adicional al aliado que le asista.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0555/ability_0555_R1.webm"
"QIYANA","PRIVILEGIO REAL","true","p","El primer ataque básico o habilidad de Qiyana contra un enemigo inflige daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0246/ability_0246_P1.mp4"
"QIYANA","IRA ELEMENTAL / FILO DE IXTAL","false","Q","Qiyana blande su arma, inflige daño y aplica un efecto adicional que depende del elemento que controle en el momento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0246/ability_0246_Q1.mp4"
"QIYANA","TERRAFORMAR","false","W","Qiyana se desliza hacia una ubicación objetivo y aplica a su arma el encantamiento de un elemento. Sus ataques y habilidades infligen daño adicional cuando su arma está encantada.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0246/ability_0246_W1.mp4"
"QIYANA","AUDACIA","false","E","Qiyana se desliza hasta un campeón enemigo y le inflige daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0246/ability_0246_E1.mp4"
"QIYANA","MUESTRA ABSOLUTA DE TALENTO","false","R","Qiyana crea una onda de choque que hace explotar los elementos contra los que impacte, lo que aturde e inflige daño a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0246/ability_0246_R1.mp4"
"QUINN","ACOSAR","true","p","Valor, el águila demaciana de Quinn, marca a los enemigos de forma periódica y los vuelve vulnerables. El primer ataque básico de Quinn contra objetivos vulnerables infligirá daño físico adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0133/ability_0133_P1.mp4"
"QUINN","ASALTO CEGADOR","false","Q","Quinn ordena a Valor que marque a un enemigo y entorpezca su visión, para a continuación dañar a todos los enemigos de la zona circundante.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0133/ability_0133_Q1.mp4"
"QUINN","SENTIDOS AGUZADOS","false","W","Otorga pasivamente velocidad de ataque y velocidad de movimiento a Quinn después de atacar a un objetivo vulnerable. Al activarla, Valor revela una amplia zona alrededor.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0133/ability_0133_W1.mp4"
"QUINN","ACOSO Y DERRIBO","false","E","Quinn se abalanza sobre un enemigo infligiéndole daño físico y ralentizando su velocidad de movimiento. Una vez que lo alcanza lo interrumpe brevemente y retrocede de un salto aterrizando cerca de su alcance de ataque máximo, lejos del objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0133/ability_0133_E1.mp4"
"QUINN","TRAS LAS LÍNEAS ENEMIGAS","false","R","Quinn y Valor vuelan juntos a gran velocidad. Poner fin a la habilidad lanza Golpe celestial, que inflige daño a los enemigos cercanos y marca a los campeones como vulnerables.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0133/ability_0133_R1.mp4"
"RAKAN","PLUMAS ENCANTADAS","true","p","Rakan obtiene un escudo de forma periódica.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0497/ability_0497_P1.mp4"
"RAKAN","PÉNDOLA RELUCIENTE","false","Q","Lanza una pluma mágica que inflige daño mágico. Al golpear a un campeón o a un monstruo épico, Rakan puede curar a sus aliados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0497/ability_0497_Q1.mp4"
"RAKAN","ENTRADA GRANDIOSA","false","W","Se desliza hacia una ubicación y lanza por los aires a los enemigos cercanos al llegar.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0497/ability_0497_W1.mp4"
"RAKAN","DANZA DE BATALLA","false","E","Vuela hacia un campeón aliado y le otorga un escudo. Se puede lanzar de nuevo sin coste alguno durante un periodo corto de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0497/ability_0497_E1.mp4"
"RAKAN","LA PREMURA","false","R","Obtiene velocidad de movimiento y hechiza e inflige daño mágico a los enemigos que toque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0497/ability_0497_R1.mp4"
"RAMMUS","ARMAZÓN DE PINCHOS","true","p","Los ataques básicos de Rammus infligen daño mágico adicional que progresa con su armadura.",
"RAMMUS","BOLA DE PODER","false","Q","Rammus se lanza como una bola a gran velocidad contra sus enemigos, infligiéndoles daño y ralentizando a los afectados por el impacto.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0033/ability_0033_Q1.mp4"
"RAMMUS","POSICIÓN DEFENSIVA","false","W","Rammus se sitúa en posición defensiva, lo que aumenta drásticamente su armadura y su resistencia mágica, así como el poder de Armazón de pinchos; además, devuelve el daño a los enemigos que lo golpean con ataques básicos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0033/ability_0033_W1.mp4"
"RAMMUS","PROVOCACIÓN FRENÉTICA","false","E","Rammus provoca a un monstruo o a un campeón enemigo para que se lance a lo loco contra él. Además, obtiene velocidad de ataque durante un periodo corto, pero esta bonificación se ve prolongada al tener activo cualquiera de sus otros hechizos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0033/ability_0033_E1.mp4"
"RAMMUS","GOLPE VELOZ","false","R","Rammus salta y golpea una ubicación objetivo, lo que inflige daño mágico y ralentiza a los enemigos. Si se lanza mientras Rammus usa Bola de poder, Rammus también lanza por los aires a los enemigos que se encuentren cerca del centro.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0033/ability_0033_R1.mp4"
"REK'SAI","FURIA DEL XER'SAI","true","p","Rek'Sai genera furia cuando ataca o golpea con una habilidad básica. Consume esta furia mientras está bajo tierra para recuperar vida.",
"REK'SAI","IRA DE LA REINA / RASTREADORA","false","Q","Los siguientes 3 ataques básicos de Rek'Sai infligen daño físico adicional a todos los enemigos cercanos. Mientras está bajo tierra, Rek'Sai lanza una andanada de tierra que causa daño físico y revela a los enemigos que golpee.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0421/ability_0421_Q1.mp4"
"REK'SAI","EXCAVAR / SALIR A LA SUPERFICIE","false","W","Rek'Sai se mete bajo tierra, lo que le da acceso a habilidades nuevas y aumenta su velocidad de movimiento. No obstante, el alcance de visión se reduce y tampoco puede usar ataques básicos. Mientras está bajo tierra, Rek'Sai puede lanzar Salir a la superficie para causar daño a enemigos cercanos y lanzarlos por los aires.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0421/ability_0421_W1.mp4"
"REK'SAI","MORDISCO FURIOSO / TÚNEL","false","E","Rek'Sai muerde a su objetivo y le inflige el doble de daño y daño verdadero si dispone del máximo de furia. Mientras está bajo tierra, Rek'Sai crea un túnel reutilizable y duradero. Los enemigos pueden destruirlo al colocarse sobre cualquiera de sus entradas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0421/ability_0421_E1.mp4"
"REK'SAI","CARRERA DEL VACÍO","false","R","Rek'Sai marca a los objetivos de forma pasiva al infligirles daño. Puede activar la habilidad para que no se la pueda seleccionar como objetivo durante unos instantes, se lance hacia un objetivo marcado y le inflija una gran cantidad de daño en función de la vida que le falte.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0421/ability_0421_R1.mp4"
"RELL","ROMPEMOLDES","true","p","Los ataques y habilidades de Rell roban armadura y resistencia mágica al impactar.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0526/ability_0526_P1.mp4"
"RELL","GOLPE DEMOLEDOR","false","Q","Rell inflige daño mágico a unidades en una línea, lo que rompe sus escudos y los aturde.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0526/ability_0526_Q1.mp4"
"RELL","FERROMANCIA - CAÍDA","false","W","Montada: Rell se desmonta y cae con fuerza con su armadura, lanza por los aires a los enemigos y obtiene un gran escudo. Cuando está desmontada obtiene armadura, resistencia mágica, velocidad de ataque y alcance de ataque, pero se ve ralentizada. Desmontada: Rell forma su montura, obtiene una mejora de velocidad y lanza por los aires al siguiente enemigo al que ataca.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0526/ability_0526_W1.mp4"
"RELL","JUSTA","false","E","Pasiva: Rell gana velocidad de movimiento fuera de combate. Activa: Rell y un aliado obtienen velocidad de movimiento, que se duplica cuando avanzan el uno hacia el otro y hacia enemigos. Su próximo ataque explotará e infligirá daño mágico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0526/ability_0526_E1.mp4"
"RELL","TORMENTA MAGNÉTICA","false","R","Rell genera una furiosa explosión magnética y atrae violentamente a los enemigos cercanos. Después, Rell atrae de forma constante a los enemigos cercanos hacia ella durante un breve periodo de tiempo, lo que inflige daño mágico a lo largo del tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0526/ability_0526_R1.mp4"
"RENATA GLASC","VENTAJA","true","p","Los ataques de Renata infligen daño adicional y marcan a los enemigos. Los aliados de Renata pueden atacar a los enemigos marcados para infligirles daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0888/ability_0888_P1.mp4"
"RENATA GLASC","APRETÓN DE MANOS","false","Q","Renata lanza un misil que inmoviliza al primer enemigo golpeado y puede volver a lanzar la habilidad para arrojar a dicha unidad en cualquier dirección.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0888/ability_0888_Q1.mp4"
"RENATA GLASC","RESCATE FINANCIERO","false","W","Renata potencia a un campeón aliado para que luche con más ahínco, lo que retrasa su muerte y, potencialmente, lo salva si consigue un asesinato o asistencia.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0888/ability_0888_W1.mp4"
"RENATA GLASC","PROGRAMA DE LEALTAD","false","E","Renata dispara un par de misiles tecnoquímicos que otorgan escudos a los aliados e infligen daño y ralentizan a los enemigos golpeados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0888/ability_0888_E1.mp4"
"RENATA GLASC","ADQUISICIÓN HOSTIL","false","R","Renata lanza una oleada de sustancias químicas en una dirección, lo que provoca que todos los enemigos golpeados se vuelvan furiosos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0888/ability_0888_R1.mp4"
"RENEKTON","REINO DE LA IRA","true","p","Los ataques de Renekton generan furia que aumenta cuando tiene poca vida. Esta furia puede potenciar sus habilidades con efectos adicionales.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0058/ability_0058_P1.mp4"
"RENEKTON","PREFERENCIA POR EL DÓCIL","false","Q","Renekton blande su hoja, infligiendo una cantidad moderada de daño físico a todos los objetivos que lo rodean y recibe una curación equivalente a una pequeña parte del daño infligido. Si tiene más de 50 puntos de furia, aumentan su daño y su curación.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0058/ability_0058_Q1.mp4"
"RENEKTON","DEPREDADOR IMPLACABLE","false","W","Renekton da dos tajos a su objetivo, lo que le inflige una cantidad moderada de daño físico y lo aturde durante 0,75 s. Si Renekton tiene más de 50 puntos de furia, da tres tajos a su objetivo, con lo que destruye los escudos que lo protejan, le inflige mucho daño físico y lo aturde durante 1,5 s.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0058/ability_0058_W1.mp4"
"RENEKTON","CORTAR Y TROCEAR","false","E","Renekton se arroja hacia la dirección marcada, causando daño a todas las unidades que se encuentre en el camino. Si está potenciado, Renekton inflige daño adicional y reduce la armadura de los enemigos impactados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0058/ability_0058_E1.mp4"
"RENEKTON","DOMINUS","false","R","Renekton se transforma en tirano, ganando vida adicional y causando daño a los enemigos que lo rodean. Mientras está en esta forma, Renekton gana furia periódicamente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0058/ability_0058_R1.mp4"
"RENGAR","DEPREDADOR INVISIBLE","true","p","Cuando está en la maleza, Rengar se abalanza sobre su objetivo con su ataque básico. Rengar genera ferocidad cuando lanza una habilidad. Al llegar al máximo de ferocidad, su siguiente habilidad está potenciada. Al asesinar campeones enemigos, el Collar dientehueso de Rengar obtiene trofeos que otorgan daño de ataque adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0107/ability_0107_P1.mp4"
"RENGAR","FIEREZA","false","Q","El siguiente ataque de Rengar apuñala brutalmente a su objetivo y le inflige daño adicional. Efecto de Ferocidad: inflige daño aumentado y otorga velocidad de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0107/ability_0107_Q1.mp4"
"RENGAR","RUGIDO DE BATALLA","false","W","Rengar profiere un rugido de batalla que daña a los enemigos y le cura parte del daño que ha recibido recientemente. Efecto de Ferocidad: además, elimina los efectos de control de adversario.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0107/ability_0107_W1.mp4"
"RENGAR","GOLPE BOLA","false","E","Rengar lanza una boleadora que ralentiza durante unos momentos al primer objetivo al que alcanza. Efecto de Ferocidad: inmoviliza al objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0107/ability_0107_E1.mp4"
"RENGAR","EMOCIÓN POR LA CACERÍA","false","R","Los instintos de depredador de Rengar toman el control y, además de camuflarlo, le revelan la presencia del campeón más próximo en una zona de amplio radio. Durante Emoción por la cacería, Rengar aumenta su velocidad de movimiento y puede abalanzarse sobre los enemigos aunque no esté en la maleza y reducir su armadura cuando lo hace.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0107/ability_0107_R1.mp4"
"RIVEN","HOJA RÚNICA","true","p","Las habilidades de Riven cargan su espada y sus ataques básicos gastan cargas para infligir daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0092/ability_0092_P1.mp4"
